date,BNB,ETH,ETH_MA20,ETH_MA50,ETH_trend_signal,raw_signal,position,BNB_ret,strategy_ret_net,equity_strategy,equity_bnb_buyhold,equity_eth_buyhold
2022-07-02,217.923790962472,1066.51756253653,1131.2585695295143,1575.0899300052597,-1,0,0,0.0014404089840629464,0.0,1.0,1.1050802504456336,1.0742628934602299
2022-07-03,218.867094149871,1073.70227878434,1125.3354905113963,1555.5021417083574,-1,0,0,0.0043285920423505875,0.0,1.0,1.1098636920238714,1.0814997870062737
2022-07-04,231.008473283659,1150.1623100526,1122.566376776738,1535.7261076814725,-1,0,0,0.05547375305980928,0.0,1.0,1.1714319964052518,1.1585150911227375
2022-07-05,230.895159785168,1134.55701782583,1117.8680170748091,1517.964858745178,-1,0,0,-0.0004905166329195465,-0.0,1.0,1.1708573895266807,1.1427964691612278
2022-07-06,238.701971202816,1190.01984395091,1124.2661933752188,1499.9076407147866,-1,0,0,0.03381106570147119,0.0,1.0,1.2104453256510204,1.198662080910654
2022-07-07,241.512243619107,1238.44509789597,1131.8378238690823,1486.2563841221504,-1,0,0,0.011773142895008748,0.0,1.0,1.2246960714365052,1.2474390117807304
2022-07-08,242.205428734331,1231.2732019287,1143.7619790999415,1470.5544029298655,-1,0,0,0.0028701862267372924,0.0,1.0,1.2282111772326816,1.240215031619474
2022-07-09,243.023694425979,1216.82491992987,1148.384780663355,1455.6502867346583,-1,0,0,0.0033783953395425392,0.0,1.0,1.2323605601498184,1.2256618223983546
2022-07-10,234.245181077228,1167.00219023963,1150.6156822706027,1439.5148407182935,-1,0,0,-0.036122047150529024,-0.0,1.0,1.1878451738896343,1.1754772669468443
2022-07-11,225.621796076375,1096.53821274109,1149.2025657305676,1420.554313993571,-1,0,0,-0.03681350011640139,-0.0,1.0,1.1441164354423814,1.1045015615189224
2022-07-12,221.259595582195,1040.3091364699,1148.5937499210995,1401.9480872197548,-1,0,0,-0.01933412715455629,-0.0,1.0,1.1219959427999207,1.0478641349133802
2022-07-13,229.712634114066,1109.91739918177,1146.8522003214505,1384.5903462881358,-1,0,0,0.03820416696337481,0.0,1.0,1.1648608631308779,1.1179779111288861
2022-07-14,237.965252485911,1190.77715517241,1144.6950366744607,1369.5193221385157,-1,0,0,0.03592583578901931,0.0,1.0,1.2067094632167732,1.1994248919253396
2022-07-15,238.609189796881,1235.44640999416,1144.344182291059,1358.0746182904736,-1,0,0,0.002706014026178538,0.0,1.0,1.2099748359497602,1.2444185466190305
2022-07-16,249.600867963741,1352.58443950906,1151.762371960843,1350.7007442226773,-1,0,0,0.04606561120389707,0.0,1.0,1.265713066309121,1.3624072632995363
2022-07-17,248.439280290647,1345.29871186441,1159.2822190824095,1341.7335553272944,-1,0,0,-0.004653780584059297,-0.0,1.0,1.2598227154161414,1.355068624785333
2022-07-18,263.535486941173,1568.5177969024,1180.5680325832866,1336.8827600964353,-1,0,0,0.06076416995277523,0.0,1.0,1.3363747970060547,1.5799087855025575
