Date,AAPL,AMD,AMZN,ANET,AVGO,DELL,GOOGL,META,MRVL,MSFT,MU,NVDA,ORCL,PLTR,SMCI,TSLA,TSM,VRT
2022-06-15,132.7648468017578,89.30000305175781,107.66999816894531,23.217500686645508,49.0173454284668,43.899288177490234,108.86474609375,168.03140258789062,48.4304313659668,243.586181640625,57.880123138427734,16.50045394897461,66.11231231689453,8.119999885559082,4.7210001945495605,233.0,83.43314361572266,9.64961051940918
2022-06-16,127.50050354003906,82.05000305175781,103.66000366210938,22.604999542236328,46.26919174194336,42.04838562011719,105.16431427001953,159.61741638183594,44.33551788330078,237.01663208007812,53.85631561279297,15.575940132141113,65.17324829101562,7.670000076293945,4.290999889373779,213.10000610351562,79.53450775146484,9.002318382263184
2022-06-17,128.9709930419922,81.56999969482422,106.22000122070312,22.735000610351562,46.406009674072266,43.606075286865234,106.26522064208984,162.46505737304688,45.31986618041992,239.60958862304688,54.58080291748047,15.8544921875,64.23421478271484,8.239999771118164,4.311999797821045,216.75999450683594,79.98619079589844,9.14173698425293
2022-06-21,133.19618225097656,83.79000091552734,108.68000030517578,23.457500457763672,47.27115249633789,45.10878372192383,110.62964630126953,155.82716369628906,46.29438400268555,245.5018768310547,55.60877990722656,16.53938865661621,64.19628143310547,8.710000038146973,4.502999782562256,237.0366668701172,81.8211669921875,9.151693344116211
2022-06-22,132.68643188476562,83.75,108.94999694824219,23.260000228881836,46.551448822021484,44.540679931640625,110.57361602783203,154.636474609375,45.664398193359375,244.9116668701172,55.15842819213867,16.333723068237305,63.10546112060547,9.010000228881836,4.3379998207092285,236.086669921875,79.90150451660156,9.151693344116211
2022-06-23,135.5489501953125,82.43000030517578,112.44000244140625,23.84000015258789,46.59648132324219,44.934688568115234,111.32191467285156,157.51393127441406,45.53642272949219,250.45559692382812,55.04093933105469,16.198936462402344,64.14883422851562,9.460000038146973,4.164999961853027,235.07000732421875,79.1581039428711,9.380738258361816
2022-06-24,138.87225341796875,87.08000183105469,116.45999908447266,24.954999923706055,47.77035903930664,46.04339599609375,117.00792694091797,168.83509826660156,47.46576690673828,259.0086669921875,57.21438217163086,17.09848976135254,67.06082916259766,10.1899995803833,4.269999980926514,245.7066650390625,80.85193634033203,10.187359809875488
2022-06-27,138.87225341796875,86.16000366210938,113.22000122070312,24.717500686645508,47.45319747924805,46.03422164916992,114.88399505615234,168.17030334472656,46.90468978881836,256.2899169921875,57.54724884033203,16.841901779174805,66.78575897216797,9.619999885559082,4.328000068664551,244.9199981689453,80.79547119140625,9.958318710327148
2022-06-28,134.73526000976562,80.77999877929688,107.4000015258789,23.815000534057617,46.77195358276367,44.84305191040039,111.08934783935547,159.42886352539062,44.61112976074219,248.1529083251953,56.64654541015625,15.956327438354492,65.04993438720703,9.3100004196167,4.179999828338623,232.663330078125,79.36512756347656,9.550026893615723
2022-06-29,136.49008178710938,77.98999786376953,108.91999816894531,23.732500076293945,46.017513275146484,43.42280578613281,110.7858657836914,162.6635284423828,43.62677001953125,251.81021118164062,54.845130920410156,15.517035484313965,65.64750671386719,9.229999542236328,4.111999988555908,228.49000549316406,78.71582794189453,8.902735710144043
2022-06-30,134.02943420410156,76.47000122070312,106.20999908447266,23.434999465942383,45.585872650146484,42.341590881347656,108.0698013305664,159.9944610595703,42.849124908447266,248.4915313720703,54.12065505981445,15.134651184082031,66.27354431152344,9.069999694824219,4.034999847412109,224.47332763671875,76.92790985107422,8.185738563537598
2022-07-01,136.19593811035156,73.66999816894531,109.55999755859375,23.352500915527344,44.83802032470703,39.16207504272461,107.84615325927734,158.78395080566406,41.88445281982422,251.15225219726562,52.52484130859375,14.499671936035156,67.22206115722656,9.270000457763672,3.9130001068115234,227.26333618164062,72.45808410644531,8.255444526672363
2022-07-05,138.77423095703125,75.19999694824219,113.5,24.037500381469727,44.693511962890625,39.52860641479492,112.33454895019531,166.88040161132812,42.30773162841797,254.31610107421875,55.540245056152344,14.939961433410645,68.2844009399414,10.069999694824219,3.8989999294281006,233.06666564941406,71.62059020996094,8.564152717590332
2022-07-06,140.10745239257812,75.3499984741211,114.33000183105469,24.657499313354492,45.285614013671875,38.66728210449219,113.63282775878906,168.44810485839844,43.13459396362305,257.5669860839844,56.16682434082031,15.105696678161621,67.9714126586914,9.800000190734863,3.9100000858306885,231.73333740234375,71.10302734375,8.603988647460938
2022-07-07,143.469970703125,79.30000305175781,116.33000183105469,25.49250030517578,46.7804069519043,39.345333099365234,117.80929565429688,170.84927368164062,45.933998107910156,259.6858825683594,57.61578369140625,15.832525253295898,68.13264465332031,10.180000305175781,4.038000106811523,244.5433349609375,75.89280700683594,9.1317777633667
2022-07-08,144.1463623046875,79.3499984741211,115.54000091552734,25.75,46.794471740722656,39.327003479003906,118.3751449584961,169.54946899414062,46.31843185424805,258.9698791503906,58.01306915283203,15.812560081481934,68.17060852050781,10.170000076293945,4.046000003814697,250.76333618164062,76.70206451416016,8.992362022399902
2022-07-11,142.01907348632812,76.94999694824219,111.75,25.424999237060547,45.3090705871582,38.92384719848633,114.72826385498047,161.6117706298828,44.55401611328125,255.92221069335938,56.708412170410156,15.127660751342773,68.18965148925781,9.5600004196167,4.035999774932861,234.3433380126953,74.44361877441406,8.643821716308594
2022-07-12,142.98963928222656,76.36000061035156,109.22000122070312,24.565000534057617,45.16925811767578,39.44613265991211,113.08584594726562,161.99871826171875,44.87929153442383,245.43411254882812,58.05230712890625,15.05777359008789,67.08445739746094,9.489999771118164,4.067999839782715,233.07000732421875,74.43421936035156,8.643821716308594
2022-07-13,142.62689208984375,77.5199966430664,110.4000015258789,24.575000762939453,45.20303726196289,39.52860641479492,110.44071960449219,162.21702575683594,45.48058319091797,244.51498413085938,57.738399505615234,15.139641761779785,66.72238159179688,9.279999732971191,4.110000133514404,237.0399932861328,76.49503326416016,8.35502815246582
2022-07-14,145.54823303222656,78.5999984741211,110.62999725341797,24.774999618530273,45.47609329223633,39.12542724609375,109.46279907226562,156.81936645507812,46.43671417236328,245.830810546875,58.21906661987305,15.347307205200195,66.16978454589844,8.899999618530273,4.105000019073486,238.31333923339844,78.73464965820312,8.39486312866211
2022-07-15,147.21478271484375,81.11000061035156,113.55000305175781,25.417499542236328,46.39755630493164,39.82181167602539,110.86123657226562,163.41757202148438,47.530853271484375,248.38511657714844,60.35752487182617,15.73668098449707,67.39885711669922,9.039999961853027,4.216000080108643,240.06666564941406,80.57903289794922,8.902735710144043
2022-07-18,144.17578125,81.43000030517578,113.76000213623047,25.145000457763672,46.078514099121094,39.308692932128906,108.13623809814453,165.92788696289062,47.925132751464844,245.99530029296875,59.2981071472168,16.07513999938965,66.8938980102539,9.029999732971191,4.25,240.54666137695312,78.64997100830078,8.753362655639648
